Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
08/23/2020,02/01/2020,08/22/2020,HI,Alzheimer disease,Alzheimer disease,G30,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Alzheimer disease,Alzheimer disease,G30,75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Alzheimer disease,Alzheimer disease,G30,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Alzheimer disease,Alzheimer disease,G30,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Alzheimer disease,Alzheimer disease,G30,All ages,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Renal failure,Renal failure,N17-N19,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Renal failure,Renal failure,N17-N19,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Renal failure,Renal failure,N17-N19,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Renal failure,Renal failure,N17-N19,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Renal failure,Renal failure,N17-N19,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Renal failure,Renal failure,N17-N19,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Renal failure,Renal failure,N17-N19,75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Renal failure,Renal failure,N17-N19,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Renal failure,Renal failure,N17-N19,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Renal failure,Renal failure,N17-N19,All ages,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All ages,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,13,
08/23/2020,02/01/2020,08/22/2020,HI,Coronavirus Disease 2019,COVID-19,U071,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Coronavirus Disease 2019,COVID-19,U071,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Coronavirus Disease 2019,COVID-19,U071,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Coronavirus Disease 2019,COVID-19,U071,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Coronavirus Disease 2019,COVID-19,U071,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Coronavirus Disease 2019,COVID-19,U071,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Coronavirus Disease 2019,COVID-19,U071,75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Coronavirus Disease 2019,COVID-19,U071,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Coronavirus Disease 2019,COVID-19,U071,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,HI,Coronavirus Disease 2019,COVID-19,U071,All ages,25,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,20,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,45,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,61,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,52,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,69,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,256,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,16,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,24,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,37,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,36,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,115,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,25,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,38,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,35,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,28,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,142,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory failure,J96,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory failure,J96,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory failure,J96,45-54,17,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory failure,J96,55-64,47,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory failure,J96,65-74,84,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory failure,J96,75-84,58,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory failure,J96,85+,89,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory failure,J96,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory failure,J96,All ages,305,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,All ages,14,
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,26,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,19,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,33,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,35,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Hypertensive diseases,I10-I15,85+,60,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,148,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,23,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,25,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Ischemic heart disease,I20-I25,85+,43,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,105,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrest,I46,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrest,I46,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrest,I46,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrest,I46,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrest,I46,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrest,I46,65-74,13,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrest,I46,75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrest,I46,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrest,I46,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrest,I46,All ages,42,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,10,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,22,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,19,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,55,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Heart failure,I50,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Heart failure,I50,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Heart failure,I50,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Heart failure,I50,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Heart failure,I50,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Heart failure,I50,65-74,15,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Heart failure,I50,75-84,19,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Heart failure,I50,85+,32,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Heart failure,I50,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Heart failure,I50,All ages,72,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,12,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,26,
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,IA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,Counts less than 10 suppressed.
