measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,England,Both,35 to 39,Nutritional deficiencies,Percent,2017,0.126642740239,0.193469710221,0.0772780785291
Prevalence,England,Male,35 to 39,Nutritional deficiencies,Rate,2017,6078.73198206,15009.517092999999,2653.8263321599998
Prevalence,England,Female,35 to 39,Nutritional deficiencies,Rate,2017,18884.3103475,29363.7872247,10397.012600900001
Prevalence,England,Both,35 to 39,Nutritional deficiencies,Rate,2017,12442.3570065,18989.4428588,7606.06529019
Prevalence,England,Male,40 to 44,Nutritional deficiencies,Number,2017,173003.842243,443268.479785,51736.9614056
Prevalence,England,Female,40 to 44,Nutritional deficiencies,Number,2017,332281.045862,493220.873741,183700.51093
Prevalence,England,Both,40 to 44,Nutritional deficiencies,Number,2017,505284.888105,818881.944809,290335.018693
Prevalence,England,Male,40 to 44,Nutritional deficiencies,Percent,2017,0.100034204376,0.255246781418,0.0301794662187
Prevalence,England,Female,40 to 44,Nutritional deficiencies,Percent,2017,0.189714380272,0.281731987218,0.104993490536
Prevalence,England,Both,40 to 44,Nutritional deficiencies,Percent,2017,0.145209578448,0.234524537247,0.0836580482165
Prevalence,England,Male,40 to 44,Nutritional deficiencies,Rate,2017,9797.896822179999,25104.0599628,2930.07024107
Prevalence,England,Female,40 to 44,Nutritional deficiencies,Rate,2017,18870.883458599998,28010.9676541,10432.7074211
Prevalence,England,Both,40 to 44,Nutritional deficiencies,Rate,2017,14328.072866499999,23220.5641818,8232.863086680001
Prevalence,England,Male,45 to 49,Nutritional deficiencies,Number,2017,104379.935103,239058.992487,51130.4455414
Prevalence,England,Female,45 to 49,Nutritional deficiencies,Number,2017,235536.701756,379576.284386,124954.403895
Prevalence,England,Both,45 to 49,Nutritional deficiencies,Number,2017,339916.63686,518146.76257,200566.940993
Prevalence,England,Male,45 to 49,Nutritional deficiencies,Percent,2017,0.0548955422791,0.12558062359,0.026894207835
Prevalence,England,Female,45 to 49,Nutritional deficiencies,Percent,2017,0.120141340837,0.19345494191,0.0637965883202
Prevalence,England,Both,45 to 49,Nutritional deficiencies,Percent,2017,0.0880276480371,0.133934463366,0.0519169261907
Prevalence,England,Male,45 to 49,Nutritional deficiencies,Rate,2017,5387.8372242899995,12339.6411126,2639.2286746500004
Prevalence,England,Female,45 to 49,Nutritional deficiencies,Rate,2017,11956.2320344,19267.9191694,6342.89193803
Prevalence,England,Both,45 to 49,Nutritional deficiencies,Rate,2017,8699.49099436,13260.936965,5133.11238029
Prevalence,England,Male,50 to 54,Nutritional deficiencies,Number,2017,144226.09701,340433.61267,55986.0450741
Prevalence,England,Female,50 to 54,Nutritional deficiencies,Number,2017,166428.591248,279811.641391,84183.066884
Prevalence,England,Both,50 to 54,Nutritional deficiencies,Number,2017,310654.688258,540511.628536,169836.319704
Prevalence,England,Male,50 to 54,Nutritional deficiencies,Percent,2017,0.0752781755396,0.177394124106,0.0292211360484
Prevalence,England,Female,50 to 54,Nutritional deficiencies,Percent,2017,0.0845411084977,0.142052885737,0.0427520532894
Prevalence,England,Both,50 to 54,Nutritional deficiencies,Percent,2017,0.0799811708973,0.138982921348,0.0437464448081
Prevalence,England,Male,50 to 54,Nutritional deficiencies,Rate,2017,7433.90472428,17547.108976699998,2885.7116263800003
Prevalence,England,Female,50 to 54,Nutritional deficiencies,Rate,2017,8413.015635060001,14144.563120100001,4255.47949778
Prevalence,England,Both,50 to 54,Nutritional deficiencies,Rate,2017,7928.22228253,13794.4042028,4334.39489296
Prevalence,England,Male,All Ages,Nutritional deficiencies,Number,2017,2115120.43561,2739302.60592,1628172.85313
Prevalence,England,Female,All Ages,Nutritional deficiencies,Number,2017,3282492.26695,3806398.86878,2822751.7804
Prevalence,England,Both,All Ages,Nutritional deficiencies,Number,2017,5397612.70255,6255178.42791,4673528.48792
Prevalence,England,Male,All Ages,Nutritional deficiencies,Percent,2017,0.0820162397595,0.106152169261,0.0633198583065
Prevalence,England,Female,All Ages,Nutritional deficiencies,Percent,2017,0.121538034863,0.140769828738,0.104573191488
Prevalence,England,Both,All Ages,Nutritional deficiencies,Percent,2017,0.102239540648,0.118238160603,0.0885208244443
Prevalence,England,Male,All Ages,Nutritional deficiencies,Rate,2017,7625.197561200001,9875.429880220001,5869.70815461
Prevalence,England,Female,All Ages,Nutritional deficiencies,Rate,2017,11597.142216799999,13448.1197289,9972.86548688
Prevalence,England,Both,All Ages,Nutritional deficiencies,Rate,2017,9631.21833497,11161.4138478,8339.20026173
Prevalence,England,Male,<20 years,Nutritional deficiencies,Number,2017,786142.495082,1162171.81543,482540.416296
Prevalence,England,Female,<20 years,Nutritional deficiencies,Number,2017,734660.804474,985892.961745,533625.503189
Prevalence,England,Both,<20 years,Nutritional deficiencies,Number,2017,1520803.29956,1980373.66963,1139163.25569
Prevalence,England,Male,<20 years,Nutritional deficiencies,Percent,2017,0.148769320698,0.21547572763,0.0925065679675
Prevalence,England,Female,<20 years,Nutritional deficiencies,Percent,2017,0.138683708708,0.186115407132,0.101383040947
Prevalence,England,Both,<20 years,Nutritional deficiencies,Percent,2017,0.143811385549,0.184526378911,0.108997222493
Prevalence,England,Male,<20 years,Nutritional deficiencies,Rate,2017,11626.7348536,17188.0589548,7136.5808508400005
Prevalence,England,Female,<20 years,Nutritional deficiencies,Rate,2017,11399.2226356,15297.417934,8279.89716861
Prevalence,England,Both,<20 years,Nutritional deficiencies,Rate,2017,11515.7065,14995.6289195,8625.88193482
Prevalence,England,Male,10 to 24,Nutritional deficiencies,Number,2017,371865.804696,668126.719337,187360.168044
Prevalence,England,Female,10 to 24,Nutritional deficiencies,Number,2017,615270.911333,868232.26258,408989.456873
Prevalence,England,Both,10 to 24,Nutritional deficiencies,Number,2017,987136.716029,1348144.42368,679578.635304
Prevalence,England,Male,10 to 24,Nutritional deficiencies,Percent,2017,0.0824948205062,0.14771878767,0.04182556139
Prevalence,England,Female,10 to 24,Nutritional deficiencies,Percent,2017,0.135556048829,0.190312086301,0.089582407061
Prevalence,England,Both,10 to 24,Nutritional deficiencies,Percent,2017,0.109166388299,0.148701214692,0.0749354647509
Prevalence,England,Male,10 to 24,Nutritional deficiencies,Rate,2017,7369.436355929999,13240.575696000002,3713.00296128
Prevalence,England,Female,10 to 24,Nutritional deficiencies,Rate,2017,12688.3031818,17904.9488232,8434.30451752
Prevalence,England,Both,10 to 24,Nutritional deficiencies,Rate,2017,9975.94112671,13624.262154,6867.7786436999995
Prevalence,New York,Male,5 to 9,Neglected tropical diseases and malaria,Number,2017,0.0,0.0,0.0
Prevalence,New York,Female,5 to 9,Neglected tropical diseases and malaria,Number,2017,0.0,0.0,0.0
Prevalence,New York,Both,5 to 9,Neglected tropical diseases and malaria,Number,2017,0.0,0.0,0.0
Prevalence,New York,Male,5 to 9,Neglected tropical diseases and malaria,Percent,2017,0.0,0.0,0.0
Prevalence,New York,Female,5 to 9,Neglected tropical diseases and malaria,Percent,2017,0.0,0.0,0.0
Prevalence,New York,Both,5 to 9,Neglected tropical diseases and malaria,Percent,2017,0.0,0.0,0.0
Prevalence,New York,Male,5 to 9,Neglected tropical diseases and malaria,Rate,2017,0.0,0.0,0.0
Prevalence,New York,Female,5 to 9,Neglected tropical diseases and malaria,Rate,2017,0.0,0.0,0.0
Prevalence,New York,Both,5 to 9,Neglected tropical diseases and malaria,Rate,2017,0.0,0.0,0.0
Prevalence,New York,Male,10 to 14,Neglected tropical diseases and malaria,Number,2017,0.0,0.0,0.0
Prevalence,New York,Female,10 to 14,Neglected tropical diseases and malaria,Number,2017,0.0,0.0,0.0
Prevalence,New York,Both,10 to 14,Neglected tropical diseases and malaria,Number,2017,0.0,0.0,0.0
Prevalence,New York,Male,10 to 14,Neglected tropical diseases and malaria,Percent,2017,0.0,0.0,0.0
Prevalence,New York,Female,10 to 14,Neglected tropical diseases and malaria,Percent,2017,0.0,0.0,0.0
Prevalence,New York,Both,10 to 14,Neglected tropical diseases and malaria,Percent,2017,0.0,0.0,0.0
Prevalence,New York,Male,10 to 14,Neglected tropical diseases and malaria,Rate,2017,0.0,0.0,0.0
Prevalence,New York,Female,10 to 14,Neglected tropical diseases and malaria,Rate,2017,0.0,0.0,0.0
Prevalence,New York,Both,10 to 14,Neglected tropical diseases and malaria,Rate,2017,0.0,0.0,0.0
Prevalence,New York,Male,15 to 19,Neglected tropical diseases and malaria,Number,2017,229.944622722,428.886852933,91.9043256285
Prevalence,New York,Female,15 to 19,Neglected tropical diseases and malaria,Number,2017,282.702475193,497.973482363,117.170231144
Prevalence,New York,Both,15 to 19,Neglected tropical diseases and malaria,Number,2017,512.647097916,805.663451881,267.659672345
Prevalence,New York,Male,15 to 19,Neglected tropical diseases and malaria,Percent,2017,0.000414537180973,0.000767464968686,0.000163436757864
Prevalence,New York,Female,15 to 19,Neglected tropical diseases and malaria,Percent,2017,0.000502652639774,0.000878826611444,0.000208012655058
Prevalence,New York,Both,15 to 19,Neglected tropical diseases and malaria,Percent,2017,0.000458878577435,0.000719451969622,0.000241490411875
Prevalence,New York,Male,15 to 19,Neglected tropical diseases and malaria,Rate,2017,37.53,70.0,14.999999999999998
Prevalence,New York,Female,15 to 19,Neglected tropical diseases and malaria,Rate,2017,48.255,85.0,20.0
Prevalence,New York,Both,15 to 19,Neglected tropical diseases and malaria,Rate,2017,42.7723938552,67.2200322965,22.3320193779
Prevalence,New York,Male,20 to 24,Neglected tropical diseases and malaria,Number,2017,589.859782457,912.110809687,303.755681302
Prevalence,New York,Female,20 to 24,Neglected tropical diseases and malaria,Number,2017,726.481404051,1088.97961997,428.991971504
Prevalence,New York,Both,20 to 24,Neglected tropical diseases and malaria,Number,2017,1316.34118651,1803.77164822,866.980147776
Prevalence,New York,Male,20 to 24,Neglected tropical diseases and malaria,Percent,2017,0.000939852150283,0.00146885788757,0.000485092175933
Prevalence,New York,Female,20 to 24,Neglected tropical diseases and malaria,Percent,2017,0.00112526497117,0.00168601781875,0.000661942267954
Prevalence,New York,Both,20 to 24,Neglected tropical diseases and malaria,Percent,2017,0.00103384834312,0.00141981133589,0.000678867731962
Prevalence,New York,Male,20 to 24,Neglected tropical diseases and malaria,Rate,2017,87.385,135.125,45.0
Prevalence,New York,Female,20 to 24,Neglected tropical diseases and malaria,Rate,2017,110.07499999999999,165.0,65.0
Prevalence,New York,Both,20 to 24,Neglected tropical diseases and malaria,Rate,2017,98.6023158613,135.113953451,64.942319858
Prevalence,New York,Male,25 to 29,Neglected tropical diseases and malaria,Number,2017,910.157979512,1333.9991557,555.832981544
Prevalence,New York,Female,25 to 29,Neglected tropical diseases and malaria,Number,2017,1185.03297358,1714.36037313,708.105371512
Prevalence,New York,Both,25 to 29,Neglected tropical diseases and malaria,Number,2017,2095.19095309,2861.60032528,1449.85552855
Prevalence,New York,Male,25 to 29,Neglected tropical diseases and malaria,Percent,2017,0.00128823911673,0.00188846282879,0.000784832853942
Prevalence,New York,Female,25 to 29,Neglected tropical diseases and malaria,Percent,2017,0.00161065098196,0.00233325767285,0.000963089594364
Prevalence,New York,Both,25 to 29,Neglected tropical diseases and malaria,Percent,2017,0.00145271058549,0.00198003175238,0.00100345026684
Prevalence,New York,Male,25 to 29,Neglected tropical diseases and malaria,Rate,2017,122.81,180.0,75.0
Prevalence,New York,Female,25 to 29,Neglected tropical diseases and malaria,Rate,2017,158.985,230.0,95.0
Prevalence,New York,Both,25 to 29,Neglected tropical diseases and malaria,Rate,2017,140.949377323,192.507887361,97.5358516402
Prevalence,New York,Male,30 to 34,Neglected tropical diseases and malaria,Number,2017,974.960987718,1425.48823982,590.695918999
Prevalence,New York,Female,30 to 34,Neglected tropical diseases and malaria,Number,2017,1366.96036307,1897.46213511,859.228136653
Prevalence,New York,Both,30 to 34,Neglected tropical diseases and malaria,Number,2017,2341.92135079,3109.43609517,1625.76685667
Prevalence,New York,Male,30 to 34,Neglected tropical diseases and malaria,Percent,2017,0.001452146723,0.00213921801957,0.000878414513703
Prevalence,New York,Female,30 to 34,Neglected tropical diseases and malaria,Percent,2017,0.0019251123343,0.00266798910607,0.00121053162514
Prevalence,New York,Both,30 to 34,Neglected tropical diseases and malaria,Percent,2017,0.00169525018089,0.00225064421266,0.00117735443659
Prevalence,New York,Male,30 to 34,Neglected tropical diseases and malaria,Rate,2017,140.29500000000002,205.125,85.0
Prevalence,New York,Female,30 to 34,Neglected tropical diseases and malaria,Rate,2017,190.91,265.0,119.99999999999999
Prevalence,New York,Both,30 to 34,Neglected tropical diseases and malaria,Rate,2017,165.980725563,220.377366214,115.224177949
Prevalence,New York,Male,35 to 39,Neglected tropical diseases and malaria,Number,2017,1019.16211994,1487.21433611,646.614928744
Prevalence,New York,Female,35 to 39,Neglected tropical diseases and malaria,Number,2017,1478.89910245,2032.27855934,999.481258693
Prevalence,New York,Both,35 to 39,Neglected tropical diseases and malaria,Number,2017,2498.06122239,3257.8910374,1834.69077323
Prevalence,New York,Male,35 to 39,Neglected tropical diseases and malaria,Percent,2017,0.00161851318377,0.00234919890156,0.00102075970689
Prevalence,New York,Female,35 to 39,Neglected tropical diseases and malaria,Percent,2017,0.00223220926859,0.00306539601235,0.00150821411194
Prevalence,New York,Both,35 to 39,Neglected tropical diseases and malaria,Percent,2017,0.00193314869242,0.00251874099406,0.00141828651843
Prevalence,New York,Male,35 to 39,Neglected tropical diseases and malaria,Rate,2017,157.61499999999998,230.0,100.0
Prevalence,New York,Female,35 to 39,Neglected tropical diseases and malaria,Rate,2017,221.95000000000002,305.0,150.0
Prevalence,New York,Both,35 to 39,Neglected tropical diseases and malaria,Rate,2017,190.265303415,248.13788435900003,139.739568236
Prevalence,New York,Male,40 to 44,Neglected tropical diseases and malaria,Number,2017,1037.28433231,1436.16472227,689.359066691
Prevalence,New York,Female,40 to 44,Neglected tropical diseases and malaria,Number,2017,1515.27725944,2068.37189463,1019.19774518
Prevalence,New York,Both,40 to 44,Neglected tropical diseases and malaria,Number,2017,2552.56159175,3271.27288157,1838.29934107
Prevalence,New York,Male,40 to 44,Neglected tropical diseases and malaria,Percent,2017,0.00184092226235,0.00256145920812,0.00122286762458
Prevalence,New York,Female,40 to 44,Neglected tropical diseases and malaria,Percent,2017,0.00253844435919,0.00346077601693,0.00170835600142
Prevalence,New York,Both,40 to 44,Neglected tropical diseases and malaria,Percent,2017,0.00219973865896,0.00282008584721,0.00158794359481
Prevalence,New York,Male,40 to 44,Neglected tropical diseases and malaria,Rate,2017,180.565,250.0,119.99999999999999
Prevalence,New York,Female,40 to 44,Neglected tropical diseases and malaria,Rate,2017,252.745,345.0,170.0
Prevalence,New York,Both,40 to 44,Neglected tropical diseases and malaria,Rate,2017,217.425442346,278.644776137,156.585074651
Prevalence,New York,Male,45 to 49,Neglected tropical diseases and malaria,Number,2017,1266.62557777,1732.773027,850.634031437
Prevalence,New York,Female,45 to 49,Neglected tropical diseases and malaria,Number,2017,1828.56370249,2458.55071013,1328.11573835
Prevalence,New York,Both,45 to 49,Neglected tropical diseases and malaria,Number,2017,3095.18928027,3978.10765,2340.15586394
Prevalence,New York,Male,45 to 49,Neglected tropical diseases and malaria,Percent,2017,0.00203876775638,0.00278632335269,0.00136964412389
Prevalence,New York,Female,45 to 49,Neglected tropical diseases and malaria,Percent,2017,0.00276175676475,0.00371395985775,0.00200327228517
Prevalence,New York,Both,45 to 49,Neglected tropical diseases and malaria,Percent,2017,0.00241176881102,0.0030939640634,0.00182050360859
Prevalence,New York,Male,45 to 49,Neglected tropical diseases and malaria,Rate,2017,201.02,275.0,135.0
Prevalence,New York,Female,45 to 49,Neglected tropical diseases and malaria,Rate,2017,275.19,370.0,199.875
Prevalence,New York,Both,45 to 49,Neglected tropical diseases and malaria,Rate,2017,239.08969222800002,307.291234094,180.766697804
Prevalence,New York,Male,50 to 54,Neglected tropical diseases and malaria,Number,2017,1498.11757989,2036.54686491,1001.17010975
Prevalence,New York,Female,50 to 54,Neglected tropical diseases and malaria,Number,2017,2101.13960879,2799.90148196,1451.76796233
Prevalence,New York,Both,50 to 54,Neglected tropical diseases and malaria,Number,2017,3599.25718868,4605.6500468,2756.13019909
Prevalence,New York,Male,50 to 54,Neglected tropical diseases and malaria,Percent,2017,0.00226539599247,0.00309204483827,0.0015158963099
Prevalence,New York,Female,50 to 54,Neglected tropical diseases and malaria,Percent,2017,0.00297518839878,0.00396565443156,0.00205356608748
Prevalence,New York,Both,50 to 54,Neglected tropical diseases and malaria,Percent,2017,0.0026319495725,0.00337135638961,0.00201655554362
Prevalence,New York,Male,50 to 54,Neglected tropical diseases and malaria,Rate,2017,224.455,305.125,150.0
Prevalence,New York,Female,50 to 54,Neglected tropical diseases and malaria,Rate,2017,296.51500000000004,395.125,204.87499999999997
Prevalence,New York,Both,50 to 54,Neglected tropical diseases and malaria,Rate,2017,261.562838753,334.698755158,200.291671603
Prevalence,New York,Male,All Ages,Neglected tropical diseases and malaria,Number,2017,14771.2317508,16601.6025859,12990.3806665
Prevalence,New York,Female,All Ages,Neglected tropical diseases and malaria,Number,2017,21276.0451655,23758.0471868,18847.9809231
Prevalence,New York,Both,All Ages,Neglected tropical diseases and malaria,Number,2017,36047.2769163,39768.2022527,32271.310246
Prevalence,New York,Male,All Ages,Neglected tropical diseases and malaria,Percent,2017,0.00165287657954,0.00186212538707,0.00145353911149
Prevalence,New York,Female,All Ages,Neglected tropical diseases and malaria,Percent,2017,0.00218702789311,0.00244253680984,0.00193341967028
Prevalence,New York,Both,All Ages,Neglected tropical diseases and malaria,Percent,2017,0.0019312781,0.00213013054157,0.00173055722636
Prevalence,New York,Male,All Ages,Neglected tropical diseases and malaria,Rate,2017,154.110376211,173.206897256,135.530501816
Prevalence,New York,Female,All Ages,Neglected tropical diseases and malaria,Rate,2017,209.38007696699998,233.80575242499998,185.48520957099998
Prevalence,New York,Both,All Ages,Neglected tropical diseases and malaria,Rate,2017,182.552186702,201.39585853600002,163.429772152
Prevalence,New York,Male,<20 years,Neglected tropical diseases and malaria,Number,2017,229.944622722,428.886852933,91.9043256285
Prevalence,New York,Female,<20 years,Neglected tropical diseases and malaria,Number,2017,282.702475193,497.973482363,117.170231144
Prevalence,New York,Both,<20 years,Neglected tropical diseases and malaria,Number,2017,512.647097916,805.663451881,267.659672345
Prevalence,New York,Male,<20 years,Neglected tropical diseases and malaria,Percent,2017,0.000122179631494,0.000226661090365,4.79733228364e-05
Prevalence,New York,Female,<20 years,Neglected tropical diseases and malaria,Percent,2017,0.000150086521077,0.000261852828587,6.20106864433e-05
Prevalence,New York,Both,<20 years,Neglected tropical diseases and malaria,Percent,2017,0.000136138434168,0.000212770656915,7.1300731841e-05
Prevalence,New York,Male,<20 years,Neglected tropical diseases and malaria,Rate,2017,9.67520618642,18.0459481228,3.8669888834600004
Prevalence,New York,Female,<20 years,Neglected tropical diseases and malaria,Rate,2017,12.4445409593,21.9207539434,5.15782445728
Prevalence,New York,Both,<20 years,Neglected tropical diseases and malaria,Rate,2017,11.0286137958,17.3322956402,5.75818173357
Prevalence,New York,Male,10 to 24,Neglected tropical diseases and malaria,Number,2017,819.80440518,1186.98002079,487.564332559
Prevalence,New York,Female,10 to 24,Neglected tropical diseases and malaria,Number,2017,1009.18387924,1444.28980866,637.654030028
Prevalence,New York,Both,10 to 24,Neglected tropical diseases and malaria,Number,2017,1828.98828442,2382.24929086,1283.31528874
Prevalence,New York,Male,10 to 24,Neglected tropical diseases and malaria,Percent,2017,0.000487717603941,0.000707066181461,0.000286433990464
Prevalence,New York,Female,10 to 24,Neglected tropical diseases and malaria,Percent,2017,0.000590485632266,0.00084371686961,0.000372671259216
Prevalence,New York,Both,10 to 24,Neglected tropical diseases and malaria,Percent,2017,0.000539518312243,0.000703418033186,0.000377858916418
Prevalence,New York,Male,10 to 24,Neglected tropical diseases and malaria,Rate,2017,43.5402925208,63.0412047009,25.8948275079
Prevalence,New York,Female,10 to 24,Neglected tropical diseases and malaria,Rate,2017,55.611574349499996,79.5883007332,35.1382391549
Prevalence,New York,Both,10 to 24,Neglected tropical diseases and malaria,Rate,2017,49.4646695981,64.427517156,34.707038469400004
Prevalence,United Kingdom,Male,5 to 9,Cardiovascular diseases,Number,2017,4131.01719438,5827.48334779,2703.33660984
Prevalence,United Kingdom,Female,5 to 9,Cardiovascular diseases,Number,2017,616.223179391,789.593028793,453.505751399
Prevalence,United Kingdom,Both,5 to 9,Cardiovascular diseases,Number,2017,4747.24037377,6507.1143682,3286.12155736
Prevalence,United Kingdom,Male,5 to 9,Cardiovascular diseases,Percent,2017,0.00250825258059,0.00357223194826,0.00164111980189
Prevalence,United Kingdom,Female,5 to 9,Cardiovascular diseases,Percent,2017,0.000379463051179,0.000492381094043,0.000277976899556
Prevalence,United Kingdom,Both,5 to 9,Cardiovascular diseases,Percent,2017,0.00145103232502,0.00200910612946,0.00100584809411
Prevalence,United Kingdom,Male,5 to 9,Cardiovascular diseases,Rate,2017,197.06714745,277.995821882,128.960691576
Prevalence,United Kingdom,Female,5 to 9,Cardiovascular diseases,Rate,2017,30.8278375129,39.5010223682,22.6875620438
Prevalence,United Kingdom,Both,5 to 9,Cardiovascular diseases,Rate,2017,115.923012723,158.897431413,80.2439061665
Prevalence,United Kingdom,Male,10 to 14,Cardiovascular diseases,Number,2017,2658.74471486,3910.20718097,1826.1894354
Prevalence,United Kingdom,Female,10 to 14,Cardiovascular diseases,Number,2017,2979.30723724,4550.18326453,1977.40857889
Prevalence,United Kingdom,Both,10 to 14,Cardiovascular diseases,Number,2017,5638.05195209,8002.0799887,3940.24797034
Prevalence,United Kingdom,Male,10 to 14,Cardiovascular diseases,Percent,2017,0.00162446145915,0.0024392790093,0.00111752787168
Prevalence,United Kingdom,Female,10 to 14,Cardiovascular diseases,Percent,2017,0.00183784820137,0.00277070578859,0.00121473847482
Prevalence,United Kingdom,Both,10 to 14,Cardiovascular diseases,Percent,2017,0.00173047777368,0.00245482739638,0.00121436455211
Prevalence,United Kingdom,Male,10 to 14,Cardiovascular diseases,Rate,2017,136.874273542,201.30054769999998,94.0136715363
Prevalence,United Kingdom,Female,10 to 14,Cardiovascular diseases,Rate,2017,160.879613049,245.705348462,106.778086878
Prevalence,United Kingdom,Both,10 to 14,Cardiovascular diseases,Rate,2017,148.590392941,210.89415634600002,103.84490940799999
Prevalence,United Kingdom,Male,15 to 19,Cardiovascular diseases,Number,2017,4769.28160174,6591.99628498,3398.77104736
Prevalence,United Kingdom,Female,15 to 19,Cardiovascular diseases,Number,2017,13645.073088,18886.8763829,9546.19633136
Prevalence,United Kingdom,Both,15 to 19,Cardiovascular diseases,Number,2017,18414.3546897,25845.8504533,12987.3774345
Prevalence,United Kingdom,Male,15 to 19,Cardiovascular diseases,Percent,2017,0.00273182468472,0.00376382280055,0.00195265826463
Prevalence,United Kingdom,Female,15 to 19,Cardiovascular diseases,Percent,2017,0.00777071382951,0.0108013374781,0.00544982163782
Prevalence,United Kingdom,Both,15 to 19,Cardiovascular diseases,Percent,2017,0.00525841576249,0.00729890597806,0.0036951624753
Prevalence,United Kingdom,Male,15 to 19,Cardiovascular diseases,Rate,2017,247.12291170900002,341.567861148,176.109164355
Prevalence,United Kingdom,Female,15 to 19,Cardiovascular diseases,Rate,2017,740.578881931,1025.07489001,518.114586869
Prevalence,United Kingdom,Both,15 to 19,Cardiovascular diseases,Rate,2017,488.132334987,685.128289536,344.272660069
Prevalence,United Kingdom,Male,20 to 24,Cardiovascular diseases,Number,2017,7169.89619456,9853.10872578,5388.26983493
Prevalence,United Kingdom,Female,20 to 24,Cardiovascular diseases,Number,2017,18516.4940594,25351.5832597,13297.7959656
Prevalence,United Kingdom,Both,20 to 24,Cardiovascular diseases,Number,2017,25686.390254,35006.1777512,18711.2631909
Prevalence,United Kingdom,Male,20 to 24,Cardiovascular diseases,Percent,2017,0.00362428521126,0.00496926666243,0.00273120722755
Prevalence,United Kingdom,Female,20 to 24,Cardiovascular diseases,Percent,2017,0.00916909843116,0.0125613149018,0.0065978364689
Prevalence,United Kingdom,Both,20 to 24,Cardiovascular diseases,Percent,2017,0.00642516258637,0.00878512101493,0.00467018897244
Prevalence,United Kingdom,Male,20 to 24,Cardiovascular diseases,Rate,2017,337.693886034,464.070118289,253.781328235
Prevalence,United Kingdom,Female,20 to 24,Cardiovascular diseases,Rate,2017,895.9499513810001,1226.6765898600001,643.434961856
Prevalence,United Kingdom,Both,20 to 24,Cardiovascular diseases,Rate,2017,613.057546868,835.49308584,446.582061442
Prevalence,United Kingdom,Male,25 to 29,Cardiovascular diseases,Number,2017,17719.4960935,23376.3797307,13566.581456
Prevalence,United Kingdom,Female,25 to 29,Cardiovascular diseases,Number,2017,37905.1905782,51965.8436829,27104.2158748
Prevalence,United Kingdom,Both,25 to 29,Cardiovascular diseases,Number,2017,55624.6866717,75043.0372184,41130.5738468
Prevalence,United Kingdom,Male,25 to 29,Cardiovascular diseases,Percent,2017,0.00783713222961,0.0103691448902,0.00599589675856
Prevalence,United Kingdom,Female,25 to 29,Cardiovascular diseases,Percent,2017,0.0163840992622,0.0224659984643,0.0116792501336
Prevalence,United Kingdom,Both,25 to 29,Cardiovascular diseases,Percent,2017,0.0121596956477,0.0163711816599,0.00893680244852
Prevalence,United Kingdom,Male,25 to 29,Cardiovascular diseases,Rate,2017,748.7859407349999,987.8330848270001,573.29313455
Prevalence,United Kingdom,Female,25 to 29,Cardiovascular diseases,Rate,2017,1617.06702125,2216.9062012100003,1156.28843859
Prevalence,United Kingdom,Both,25 to 29,Cardiovascular diseases,Rate,2017,1180.86571648,1593.1011069800002,873.1677868419999
Prevalence,United Kingdom,Male,30 to 34,Cardiovascular diseases,Number,2017,25517.0030855,30018.2908909,21568.4145223
Prevalence,United Kingdom,Female,30 to 34,Cardiovascular diseases,Number,2017,47522.3494783,63056.5125428,35081.2922949
Prevalence,United Kingdom,Both,30 to 34,Cardiovascular diseases,Number,2017,73039.3525637,92898.2474125,56945.0786612
Prevalence,United Kingdom,Male,30 to 34,Cardiovascular diseases,Percent,2017,0.0112669050893,0.0132751261411,0.00949939432315
Prevalence,United Kingdom,Female,30 to 34,Cardiovascular diseases,Percent,2017,0.0206579716904,0.0273856609849,0.0152383171147
Prevalence,United Kingdom,Both,30 to 34,Cardiovascular diseases,Percent,2017,0.0159989864578,0.0203734304548,0.0124376086251
Prevalence,United Kingdom,Male,30 to 34,Cardiovascular diseases,Rate,2017,1088.418133,1280.41886494,919.992578579
Prevalence,United Kingdom,Female,30 to 34,Cardiovascular diseases,Rate,2017,2046.06888082,2714.89035082,1510.42070208
Prevalence,United Kingdom,Both,30 to 34,Cardiovascular diseases,Rate,2017,1565.0074453199998,1990.5221466799999,1220.15692843
Prevalence,United Kingdom,Male,35 to 39,Cardiovascular diseases,Number,2017,40174.9025155,46774.9451929,34869.9857159
Prevalence,United Kingdom,Female,35 to 39,Cardiovascular diseases,Number,2017,48241.3952414,60108.571771,38593.3648566
Prevalence,United Kingdom,Both,35 to 39,Cardiovascular diseases,Number,2017,88416.2977568,105473.010705,73795.7058425
Prevalence,United Kingdom,Male,35 to 39,Cardiovascular diseases,Percent,2017,0.0185485328625,0.0215731907347,0.0160772971138
Prevalence,United Kingdom,Female,35 to 39,Cardiovascular diseases,Percent,2017,0.022008174235,0.0274066989188,0.0175788984331
Prevalence,United Kingdom,Both,35 to 39,Cardiovascular diseases,Percent,2017,0.0202886053052,0.0242374984063,0.0169080822727
Prevalence,United Kingdom,Male,35 to 39,Cardiovascular diseases,Rate,2017,1804.65728887,2101.13131566,1566.3603380400002
Prevalence,United Kingdom,Female,35 to 39,Cardiovascular diseases,Rate,2017,2184.65132218,2722.06618687,1747.73231868
Prevalence,United Kingdom,Both,35 to 39,Cardiovascular diseases,Rate,2017,1993.8838203599998,2378.53127607,1664.17354746
